Tweet,Sentiment,SentimentScore
"b""RT @WaveHQ: On Wednesday October 10th, Wave is hosting a Toronto Women's Data Group Meetup. Come hear about Wave\xe2\x80\x99s Vision of Machine Learni\xe2\x80\xa6""",Neutral,0.0
b'RT @virenkaul: .@msjoding: machine learning has improved DETECTION rates of #ARDS as seen in slide 3. \n\n#medbigdata #CHEST2018 https://t.co\xe2\x80\xa6',Neutral,0.0
"b'RT @AVerschueren: Inspiring afternoon @ google campus in Silicon Valley! With interesting topics like Innovation and Cloud history, Machine\xe2\x80\xa6'",Positive,0.5
b'RT @virenkaul: Dr. Churpek: eCART score (built using Machine Learning) able to predict critical illness &gt; 30 hours in advance. Since implem\xe2\x80\xa6',Positive,0.25
"b""RT @ipfconline1: [#MachineLearning]\n\n==&gt; Machine Learning Is Not just Another Tool In The Toolbox \xe2\x80\x94 It's a Revolution in the Most Powerful\xe2\x80\xa6""",Positive,0.4
b'Glossary of #MachineLearning Terms: A constantly updated machine learning glossary https://t.co/c4CpPdxE6R #datascience  #DeepLearning',Neutral,0.0
b'RT @ipfconline1: Updating the Definition of #DataScientist as #MachineLearning Evolves \n\nhttps://t.co/H9b2YQz9W9    v/ @aiworldexpo\n#AI #Da\xe2\x80\xa6',Neutral,0.0
b'RT @korbonits: Drop me a line if you want to learn about machine learning and augmented writing: https://t.co/LE4A2fIUSz',Neutral,0.0
b'\xe2\x80\x9cDon\xe2\x80\x99t Ignore @Apple\xe2\x80\x99s #MachineLearning Chops\xe2\x80\x9d by @PCMag https://t.co/AbBPvDCwqW',Neutral,0.0
b'RT @TheDrum: Microsoft invests in Grab to investigate big data AI and machine learning to improve passenger and driver safety https://t.co/\xe2\x80\xa6',Neutral,0.0
b'RT @SwissCognitive: How #MachineLearning and #AI transform the #Healthcare Industry \n1. Disease Identification/Diagnosis\n2. Personalized Tr\xe2\x80\xa6',Neutral,0.0
b'RT @chomado: \xe6\xa9\x9f\xe6\xa2\xb0\xe5\xad\xa6\xe7\xbf\x92\xe3\x81\xae\xe3\x83\x97\xe3\x83\xad\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xaf\xe3\x83\x88\xe3\x81\xab\xe4\xbb\x8a\xe5\x85\xa5\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xa6\xe3\x80\x81\nMachine Learning \xe3\x81\xae docker image \xe3\x82\x92 Azure Container Registry \xe3\x81\xab\xe7\xaa\x81\xe3\x81\xa3\xe8\xbe\xbc\xe3\x82\x80\xe3\x82\xbf\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe8\xb2\xb0\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xa7\n\xe8\xaa\xbf\xe3\x81\xb9\xe3\x82\x82\xe3\x81\xae\xe3\x81\xaa\xe3\x81\x86\xe3\x80\x82 #\xe3\x81\xa1\xe3\x82\x87\xe3\x81\xbe\xe3\x81\xa9\xe3\x82\xb7\xe3\x82\xa2\xe3\x83\x88\xe3\x83\xab\xe5\x87\xba\xe5\xbc\xb5\n\xe3\x81\xab\xe3\x82\x85\xe3\x81\x84\xe3\x81\x95\xe3\x82\x93\xe3\x81\x8c ACR \xe3\x81\xab\xe3\x81\xa4\xe2\x80\xa6',Neutral,0.0
"b""RT @emlas: The game is changing as Google is taking away some controls and focusing on automation &amp; machine-learning. \n\nDon't fall behind &amp;\xe2\x80\xa6""",Negative,-0.4
"b'RT @MikeQuindazzi: The relationship between #AI, #MachineLearning, and #DeepLearning &gt;&gt; @tech9tification via @MikeQuindazzi &gt;&gt; #BigData #Fi\xe2\x80\xa6'",Neutral,0.0
"b'RT @schaumberg_a: With machine learning we classify pathology Twitter images as nontumor, benign/low grade, and malignant diseases.\nMade cu\xe2\x80\xa6'",Neutral,0.0
b'RT @MikeQuindazzi: Magic Quadrant for Data Science and Machine Learning Platforms &gt;&gt; @Gartner_inc via @MikeQuindazzi &gt;&gt; #AI #DataScience #D\xe2\x80\xa6',Positive,0.5
b'RT @ipfconline1: Awesome #MachineLearning On Source Code   Interesting links &amp; research papers related to Machine Learning applied to sourc\xe2\x80\xa6',Positive,0.5
b'RT @AndroidPolice: Instagram is now using machine learning to detect bullying in image uploads https://t.co/CTX9VHHv2r https://t.co/sXlU9rc\xe2\x80\xa6',Neutral,0.0
b'Data Science Intern: Job Description As an intern in the services team in the Bosch Center for Artificial Intellige\xe2\x80\xa6 https://t.co/4PIfbs0tBf',Negative,-0.35
"b""RT @Ronald_vanLoon: #MachineLearning Is Not Magic: It's All About Math, Stats, Data, and Programming\n by @janakiramm @thenewstack |\n\nRead f\xe2\x80\xa6""",Positive,0.5
b'My first episode of DEEP MACHINE LEARNING and #AI\nhttps://t.co/Y2JFNsRF9R\n#softwaredevelopment #python @',Positive,0.125
b'RT @DeepLearn007: Top 5 Machine Learning Trends of 2018 \n#AI #MachineLearning #DeepLearning #BigData #Fintech #Insurtech #Marketing #Datasc\xe2\x80\xa6',Neutral,0.0
b'RT @mapr: Why the difference between #AI and #machinelearning matters https://t.co/FEPXsuGOv1 via @bdtechtalks https://t.co/jhxUK5qjrE',Neutral,0.0
"b'RT @LaFaverMD: Defining #Parkinson\xe2\x80\x99s biomarkers, utilizing big data and machine learning, new insights on freezing of gait and the microbio\xe2\x80\xa6'",Neutral,0.0
"b""My most recent blog post on what's behind the mystique of Machine Learning and AI. Why we don't have to worry about\xe2\x80\xa6 https://t.co/dFPA53dVRD""",Positive,0.033333333333333326
"b'New startup idea: take Tinder, exploit machine learning &amp; Markov chains, and rewrite it in COBOL.'",Neutral,0.0
b'RT @ipfconline1: Awesome #MachineLearning On Source Code   Interesting links &amp; research papers related to Machine Learning applied to sourc\xe2\x80\xa6',Positive,0.5
"b'RT @MikeQuindazzi: The relationship between #AI, #MachineLearning, and #DeepLearning &gt;&gt; @tech9tification via @MikeQuindazzi &gt;&gt; #BigData #Fi\xe2\x80\xa6'",Neutral,0.0
b'RT @ValaAfshar: The future of customer service will be powered by artificial intelligence \n\n1. Reporting \n2. Dashboard\n3. Descriptive (metr\xe2\x80\xa6',Negative,-0.3
"b'""Enabling Cognitive Smart Cities Using Big Data and Machine Learning: Approaches and Challenges. (arXiv:1810.04107v\xe2\x80\xa6 https://t.co/MwbdoxSMAQ'",Positive,0.21428571428571427
"b'RT @elastic: ECE 2.0 makes managing and scaling #Elasticsearch even easier with host tagging, custom instance configuration for greater con\xe2\x80\xa6'",Positive,0.5
b'Machine learning and AI in diabetes....is it all hype or reality? I weigh in here https://t.co/cPNNdxgcSs',Neutral,0.0
"b'RT @awscloud: \xe2\x80\x9cOur mission in AWS,\xe2\x80\x9d says Sivasubramanian, VP of Amazon machine learning, \xe2\x80\x9cis to put those machine learning capabilities in\xe2\x80\xa6'",Neutral,0.0
b'RT @CiscoServices: Understand and break through the roadblocks on your IT evolution. @zkerravala shares how: https://t.co/5KwmZQZinC. https\xe2\x80\xa6',Neutral,0.0
"b""RT @soulmates_ai: #Technology has become a major avenue for brands to improve their #marketing strategy, but many don't know how these tech\xe2\x80\xa6""",Positive,0.28125
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
b'RT @Ronald_vanLoon: 10 Free Must-Read Books for #MachineLearning and #DataScience\n by @mattmayo13 @kdnuggets |\n\nLearn more here https://t.c\xe2\x80\xa6',Positive,0.45
"b'In the investing world, #roboadvisors are managing portfolios for retail investors. https://t.co/OJwokuO4pc'",Neutral,0.0
b'#NewPaper: #arXiv https://t.co/8kHVi9UcuF https://t.co/jb6nnUXtzo Enabling Cognitive Smart Cities Using Big Data an\xe2\x80\xa6 https://t.co/N2juIenEVq',Positive,0.21428571428571427
b'Deep Learning for Machine Vision https://t.co/k4FL7YvgPS https://t.co/WteidHCgkJ',Neutral,0.0
"b'RT @Justin_Formed: Would anyone @YouTube like to comment/respond to the fact that my channel is being economically penalized by your ""machi\xe2\x80\xa6'",Positive,0.3
b'Deep Learning for Machine Vision https://t.co/pRuGfjdhzF https://t.co/LJKVw9ZGj0',Neutral,0.0
b'Embracing AI &amp; Machine Learning for AML https://t.co/aF6COtfK3G https://t.co/8mLXXhab7e',Neutral,0.0
b'RT @SpirosMargaris: Instagram is using #AI \n\nto detect #bullying in photos and captions \n\nhttps://t.co/WTe09zBqEp #fintech #insurtech #Arti\xe2\x80\xa6',Neutral,0.0
b'RT @arnabch01: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable revolutionize #healthcare https:/\xe2\x80\xa6',Neutral,0.0
b'RT @ICOnews: Happy #AdaLovelaceDay. She created the world\xe2\x80\x99s first machine algorithm nearly 200 years ago. Artificial intelligence has moved\xe2\x80\xa6',Positive,0.13750000000000004
"b'RT @MedImmune: Ever wondered how machine learning can be used as a tool for drug discovery? Founder and CEO of @insitro, Daphne Keller, is\xe2\x80\xa6'",Neutral,0.0
b'1) Smartdust or Autonomous driving levels (Iot platform)\n2) Quantum computing or Cryptocurrency (Blockchain)\n3) Car\xe2\x80\xa6 https://t.co/rYy5240NBa',Positive,0.4
b'Hands-On Machine Learning: Learn TensorFlow Python  Java! https://t.co/jr2TMQfFJ9  #machinelearning #ad',Neutral,0.0
"b""RT @Ronald_vanLoon: #MachineLearning Is Not Magic: It's All About Math, Stats, Data, and Programming\n by @janakiramm @thenewstack |\n\nRead f\xe2\x80\xa6""",Positive,0.5
"b'\xe2\x80\x9cThe 4th industrial revolution &amp; convergence of innovative technologies such as Big Data, Internet of Things, cloud\xe2\x80\xa6 https://t.co/hGWHcGDxcp'",Positive,0.25
"b""My friend Orac and I were mulling over machine learning. Think this might cause problems if we're not careful!""",Negative,-0.1
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
b'Embracing AI &amp; Machine Learning for AML https://t.co/6KNPMgTOOl https://t.co/CEHRN6Ga6m',Neutral,0.0
b'RT @XMaterials: AI-generated recipes. Machine-learning production. Materials of the future. See how #XMaterials manages this feat in our Wh\xe2\x80\xa6',Neutral,0.0
b'Detecting object region and working state of aerator based on computer vision and machine learning https://t.co/UXtQXuSFj6',Neutral,0.0
"b""RT @FinancialTimes: 'Once people come to understand how limited today\xe2\x80\x99s machine learning systems are, the exaggerated hopes about AI they h\xe2\x80\xa6""",Negative,-0.2857142857142857
b'Hmmm \xf0\x9f\xa4\x94 ... Instagram is using AI to detect bullying in photos and captions via @verge  https://t.co/HqRulJQfp4\xe2\x80\xa6 https://t.co/OGw35gaanu',Neutral,0.0
"b'The Cloud, IoT, and #MachineLearning - Leading to the path of opportunities https://t.co/DZrC5mIrv1 @Fender #CloudComputing'",Neutral,0.0
b'RT @MikeQuindazzi: Magic Quadrant for Data Science and Machine Learning Platforms &gt;&gt; @Gartner_inc via @MikeQuindazzi &gt;&gt; #AI #DataScience #D\xe2\x80\xa6',Positive,0.5
b'Deep Learning is Revolutionary\n\n\xe2\x98\x9e https://t.co/Cw4JGt8v6H\n\n#MachineLearning https://t.co/rHrYCijYlG',Neutral,0.0
b'RT @virenkaul: .@msjoding: machine learning has improved DETECTION rates of #ARDS as seen in slide 3. \n\n#medbigdata #CHEST2018 https://t.co\xe2\x80\xa6',Neutral,0.0
b'RT @DBakerIT: A Visual Introduction to #MachineLearning | @DataScienceCtrl https://t.co/E0LTgQ4jlC #BigData #DataScience #DataVisualization\xe2\x80\xa6',Neutral,0.0
"b'Why Artificial Intelligence, Machine Learning May Be First Response\xe2\x80\x99s Next Big Technolog... https://t.co/MYHOLHhtW3'",Negative,-0.11666666666666665
b'I had a sign error in my machine learning assignment and basically created artificial stupidity instead of artificial intelligence. #phdlife',Negative,-0.6
b'Machine learning and neural networks mini case studies https://t.co/D4prramDzn #MachineLearning #Python https://t.co/KyLzIsG9uI',Neutral,0.0
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
b'RT @hasdid: #JavaWorld #Java #AutoTweet | Machine learning: How to go from theory to reality https://t.co/S5zeJpAAbY',Neutral,0.0
b'#JavaWorld #Java #AutoTweet | Machine learning: How to go from theory to reality https://t.co/S5zeJpAAbY',Neutral,0.0
b'RT @XMaterials: AI-generated recipes. Machine-learning production. Materials of the future. See how #XMaterials manages this feat in our Wh\xe2\x80\xa6',Neutral,0.0
"b""RT @Ronald_vanLoon: #MachineLearning Is Not Magic: It's All About Math, Stats, Data, and Programming\n by @janakiramm @thenewstack |\n\nRead f\xe2\x80\xa6""",Positive,0.5
b'Up next: Facebook now uses machine learning to identify dead memes in university class pages\n\nhttps://t.co/DVT6XgmAEh',Negative,-0.1
b'RT @chomado: \xe6\xa9\x9f\xe6\xa2\xb0\xe5\xad\xa6\xe7\xbf\x92\xe3\x81\xae\xe3\x83\x97\xe3\x83\xad\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xaf\xe3\x83\x88\xe3\x81\xab\xe4\xbb\x8a\xe5\x85\xa5\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xa6\xe3\x80\x81\nMachine Learning \xe3\x81\xae docker image \xe3\x82\x92 Azure Container Registry \xe3\x81\xab\xe7\xaa\x81\xe3\x81\xa3\xe8\xbe\xbc\xe3\x82\x80\xe3\x82\xbf\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe8\xb2\xb0\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xa7\n\xe8\xaa\xbf\xe3\x81\xb9\xe3\x82\x82\xe3\x81\xae\xe3\x81\xaa\xe3\x81\x86\xe3\x80\x82 #\xe3\x81\xa1\xe3\x82\x87\xe3\x81\xbe\xe3\x81\xa9\xe3\x82\xb7\xe3\x82\xa2\xe3\x83\x88\xe3\x83\xab\xe5\x87\xba\xe5\xbc\xb5\n\xe3\x81\xab\xe3\x82\x85\xe3\x81\x84\xe3\x81\x95\xe3\x82\x93\xe3\x81\x8c ACR \xe3\x81\xab\xe3\x81\xa4\xe2\x80\xa6',Neutral,0.0
b'Data Scientist Sr Data Engineer: ** This position is within the Global Servicing Group Technology (GSGT) Credit &amp; F\xe2\x80\xa6 https://t.co/9IxsSJ06Kl',Neutral,0.0
b'Imagine if you could use Machine Learning for new business opportunities or improve a an area of your business.   1\xe2\x80\xa6 https://t.co/7LzsOeJsBs',Neutral,0.0
b'17 #Ideas for using #MachineLearning in #Communication\nhttps://t.co/QFfIB33Qht\n#ML #AI #IOT #DeepLearning #Industry40',Neutral,0.0
b'RT @arnabch01: #AI #ML #BigData #HPC #3dp #IoT #IIot #Bioinformatics t make #PrecisionMedicine affordable revolutionize #healthcare https:/\xe2\x80\xa6',Neutral,0.0
b'Embracing AI &amp; Machine Learning for AML https://t.co/Bwd12LI0vc https://t.co/lI5wib32Ba',Neutral,0.0
"b""RT @emlas: The game is changing as Google is taking away some controls and focusing on automation &amp; machine-learning. \n\nDon't fall behind &amp;\xe2\x80\xa6""",Negative,-0.4
b'RT @chomado: \xe6\xa9\x9f\xe6\xa2\xb0\xe5\xad\xa6\xe7\xbf\x92\xe3\x81\xae\xe3\x83\x97\xe3\x83\xad\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xaf\xe3\x83\x88\xe3\x81\xab\xe4\xbb\x8a\xe5\x85\xa5\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\xa6\xe3\x80\x81\nMachine Learning \xe3\x81\xae docker image \xe3\x82\x92 Azure Container Registry \xe3\x81\xab\xe7\xaa\x81\xe3\x81\xa3\xe8\xbe\xbc\xe3\x82\x80\xe3\x82\xbf\xe3\x82\xb9\xe3\x82\xaf\xe3\x82\x92\xe8\xb2\xb0\xe3\x81\xa3\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xa7\n\xe8\xaa\xbf\xe3\x81\xb9\xe3\x82\x82\xe3\x81\xae\xe3\x81\xaa\xe3\x81\x86\xe3\x80\x82 #\xe3\x81\xa1\xe3\x82\x87\xe3\x81\xbe\xe3\x81\xa9\xe3\x82\xb7\xe3\x82\xa2\xe3\x83\x88\xe3\x83\xab\xe5\x87\xba\xe5\xbc\xb5\n\xe3\x81\xab\xe3\x82\x85\xe3\x81\x84\xe3\x81\x95\xe3\x82\x93\xe3\x81\x8c ACR \xe3\x81\xab\xe3\x81\xa4\xe2\x80\xa6',Neutral,0.0
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
b'RT @MattNavarra: .@Instagram launches new tools to limit bullying on the platform\n- NEW Machine Learning to detect bullying in photos or ca\xe2\x80\xa6',Neutral,0.0
"b'Inspiring afternoon @ google campus in Silicon Valley! With interesting topics like Innovation and Cloud history, M\xe2\x80\xa6 https://t.co/UOPPNhaapH'",Positive,0.5
b'RT @bobsreiter: Farmers have access to more #data than ever before \xe2\x80\x93 but turning that data into insights is key. Using a technology-first a\xe2\x80\xa6',Positive,0.375
b'RT @elastic: See what happens behind the scenes to continually make our #machinelearning modeling more effective at identifying anomalies.\xe2\x80\xa6',Positive,0.2333333333333333
"b""RT @Ronald_vanLoon: #MachineLearning Is Not Magic: It's All About Math, Stats, Data, and Programming\n by @janakiramm @thenewstack |\n\nRead f\xe2\x80\xa6""",Positive,0.5
b'#RT @MikeQuindazzi: Magic Quadrant for Data Science and Machine Learning Platforms &gt;&gt; @Gartner_inc via\xe2\x80\xa6 https://t.co/DeJOdpuFHv',Positive,0.5
b'Simple Linear Regression in Machine Learning Using Python https://t.co/OS8BJlIdJ3',Neutral,0.0
"b""RT @KennedyUSA: A great Forbes article on Artificial Intelligence and Machine Learning with quotes from Kinetica's co-founder &amp; CTO Nima Ne\xe2\x80\xa6""",Positive,0.10000000000000003
b'RT @virenkaul: Dr. Churpek: eCART score (built using Machine Learning) able to predict critical illness &gt; 30 hours in advance. Since implem\xe2\x80\xa6',Positive,0.25
b'Microsoft smartens up the https://t.co/MEmNP77cMy machine learning API - https://t.co/K9C5eLBbQJ',Neutral,0.0
b'\xe3\x80\x90Wantedly Blog\xe2\x9c\x8f\xef\xb8\x8f\xe3\x80\x91\nWe published an article about our development environment and the team currently working at Hacar\xe2\x80\xa6 https://t.co/qLTUocfYQQ',Neutral,0.0
b'Da oggi Instagram usa il machine learning per limitare il cyberbullismo https://t.co/jmvzxPrWJa di @HDblog',Neutral,0.0
"b""Though this is an awesome example of one guy's hustle in the world of tech, I think the fact that he was able to ge\xe2\x80\xa6 https://t.co/7gWEoi7s2W""",Positive,0.75
"b""RT @FinancialTimes: 'Once people come to understand how limited today\xe2\x80\x99s machine learning systems are, the exaggerated hopes about AI they h\xe2\x80\xa6""",Negative,-0.2857142857142857
"b'RT @BruceHDean: #100DaysofMLCode: Day-16:  Worked on charts for upcoming Machine Learning workshop, also worked on the Oanda Python v20 API\xe2\x80\xa6'",Neutral,0.0
"b'#100DaysofMLCode: Day-16:  Worked on charts for upcoming Machine Learning workshop, also worked on the Oanda Python\xe2\x80\xa6 https://t.co/WoDGhDLcSz'",Neutral,0.0
b'RT @ipfconline1: Awesome #MachineLearning On Source Code   Interesting links &amp; research papers related to Machine Learning applied to sourc\xe2\x80\xa6',Positive,0.5
b'RT @IainLJBrown: Inaugural Princeton Day of Optimization convenes researchers at forefront of data science and machine learning\n\nRead more\xe2\x80\xa6',Positive,0.5
b'RT @SchmidtFutures: Are you interested in using your computer science skills to make a difference? As a @SchmidtFutures Associate Product M\xe2\x80\xa6',Positive,0.25
b'RT @awscloud: Deepen your AI &amp; Machine Learning skills. Join us for free virtual training at AWS Innovate Online.',Positive,0.4
b'Embracing AI &amp; Machine Learning for AML https://t.co/beez33rlnp https://t.co/yJw0paVbrJ',Neutral,0.0
b'RT @MattNavarra: .@Instagram launches new tools to limit bullying on the platform\n- NEW Machine Learning to detect bullying in photos or ca\xe2\x80\xa6',Neutral,0.0
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
"b'Top story: Instagram is using AI to detect bullying in photos and captions - The Verge https://t.co/wqnlgAdwho, see\xe2\x80\xa6 https://t.co/nFhOvgabOi'",Neutral,0.0
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
b'RT @verge: Instagram is using AI to detect bullying in photos and captions https://t.co/FJmcdvJ95e https://t.co/A1F4vIkiKF',Neutral,0.0
b'@AJA_Cortes There are GANs (Generative Adversarial Networks). AI algorithms used in zero-sum unsupervised machine l\xe2\x80\xa6 https://t.co/Vg3QEX2ueE',Neutral,0.0
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
b'Why the difference between AI and machine learning matters via @techtalks  https://t.co/zhFfZQUizY',Neutral,0.0
b'RT @vkpaige: How do you outperform competitors who are embracing the same principles of machine learning and algorithm-driven decision maki\xe2\x80\xa6',Neutral,0.0
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
"b""Opinionated and open machine learning: The nuances of using Facebook's PyTorch https://t.co/iOcR2VRjaN\xe2\x80\xa6 https://t.co/ufgNP0Gqqv""",Neutral,0.0
"b'RT @ow: This runs on device, uses local machine learning. TAKE MY MONEY https://t.co/fLVmhdbyDl'",Neutral,0.0
b'RT @jsoriamd: Matt Bell perspective: machine learning is telling us new things we never saw but we do not fully understand how it gets ther\xe2\x80\xa6',Neutral,0.0
b'RT @ipfconline1: Awesome #MachineLearning On Source Code   Interesting links &amp; research papers related to Machine Learning applied to sourc\xe2\x80\xa6',Positive,0.5
b'RT @MikeQuindazzi: Magic Quadrant for Data Science and Machine Learning Platforms &gt;&gt; @Gartner_inc via @MikeQuindazzi &gt;&gt; #AI #DataScience #D\xe2\x80\xa6',Positive,0.5
b'RT @Ronald_vanLoon: 10 Free Must-Read Books for #MachineLearning and #DataScience\n by @mattmayo13 @kdnuggets |\n\nLearn more here https://t.c\xe2\x80\xa6',Positive,0.45
"b'RT @USAID_Digital: #AI and #ML are promising new technologies, but how can they be used in #development? Read how #globaldev professionals\xe2\x80\xa6'",Positive,0.2
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
"b'RT @EarthOptimism: ""The design of a machine learning algorithm to predict #bat species present based on their calls provides a standard too\xe2\x80\xa6'",Neutral,0.0
b'@Info_Activism Yikes! This misses the point by a long shot. The real concern about AI and music is NOT machine lear\xe2\x80\xa6 https://t.co/4IGks7MzI6',Positive,0.07500000000000001
"b'Why Artificial Intelligence, Machine Learning May Be First Response\xe2\x80\x99s Next Big Technolog... https://t.co/cP1RIR4nI1'",Negative,-0.11666666666666665
b'RT @rsiilasmaa: I wrote a blog for HBR on the importance and challenges of reaping the benefits of machine learning. Getting the benefit st\xe2\x80\xa6',Neutral,0.0
b'RT @elastic: See what happens behind the scenes to continually make our #machinelearning modeling more effective at identifying anomalies.\xe2\x80\xa6',Positive,0.2333333333333333
"b""RT @FinancialTimes: 'Once people come to understand how limited today\xe2\x80\x99s machine learning systems are, the exaggerated hopes about AI they h\xe2\x80\xa6""",Negative,-0.2857142857142857
"b'RT @DKFZ: The @ERC_Research is awarding a ""proof-of-concept grant"" to scientists from the DKFZ and @UniHeidelberg for the first time to ena\xe2\x80\xa6'",Positive,0.25
b'Drop me a line if you want to learn about machine learning and augmented writing: https://t.co/LE4A2fIUSz',Neutral,0.0
b'RT @prosumer_report: Machine learning is the future of environmental monitoring \xe2\x80\x94 and whistleblowing.  https://t.co/cyd7Q6mTIq via @Stanfor\xe2\x80\xa6',Neutral,0.0
b'RT @GoogleForEdu: You saw it here first: Real-time closed captions are now available in #GoogleSlides. This accessibility feature uses mach\xe2\x80\xa6',Positive,0.1875
b'Deep Learning for Machine Vision - Relatively obscure a few short https://t.co/zGcYWjGDFD #deep-learning',Neutral,0.0
b'RT @TheDrum: Microsoft invests in Grab to investigate big data AI and machine learning to improve passenger and driver safety https://t.co/\xe2\x80\xa6',Neutral,0.0
b'RT @KirkDBorne: #MachineLearning vs. Artificial Intelligence \xe2\x80\x94 What are the Key Differences?\nhttps://t.co/AOCiyVnMl1 #abdsc #BigData #DataS\xe2\x80\xa6',Negative,-0.6
b'RT @CaseySoftware: My bet:\n\nGoogle will double down. They always double down. Because #resist or some crap.\n\nBut practically.. trade secret\xe2\x80\xa6',Negative,-0.2518518518518518
b'RT @virenkaul: Dr. Churpek talks about what machine learning means! \n\nModern methods of machine learning eg Random Forest perform SIGNIFICA\xe2\x80\xa6',Negative,-0.5
b'RT @UMSL_IS: IS Mentoring Club meeting on October 9th: Machine learning and Artificial Intelligence for Business. Thank you Mr.Narayana Swa\xe2\x80\xa6',Negative,-0.6
b'Instagram Will Use Machine Learning to Help Tackle Cyberbullying https://t.co/kCxeCl9nQl',Neutral,0.0
b'\xe3\x83\x9f\xe3\x82\xb7\xe3\x83\xb3\xe2\x80\xa6machine',Neutral,0.0
b'RT @DeepLearn007: Top 5 Machine Learning Trends of 2018 \n#AI #MachineLearning #DeepLearning #BigData #Fintech #Insurtech #Marketing #Datasc\xe2\x80\xa6',Neutral,0.0
b'RT @XMaterials: AI-generated recipes. Machine-learning production. Materials of the future. See how #XMaterials manages this feat in our Wh\xe2\x80\xa6',Neutral,0.0
"b'Machine Learning: For Beginners \xe2\x80\x93 Your Definitive Guide For Machine Learning Framework, Machine Learning Model, Bay\xe2\x80\xa6 https://t.co/hB9UujV3N1'",Neutral,0.0
b'RT @TheDrum: Microsoft invests in Grab to investigate big data AI and machine learning to improve passenger and driver safety https://t.co/\xe2\x80\xa6',Neutral,0.0
b'RT @bittsanalytics: daily sentiment of #bitcoin on the high historical end a day ago (sentiment determined with machine learning from texts\xe2\x80\xa6',Positive,0.05333333333333334
b'RT @bittsanalytics: 20-day rolling correlation of #ripple and bitcoin going up again. $xrp sentiment from social media (determined with mac\xe2\x80\xa6',Positive,0.03333333333333333
"b'RT @qz: Seven of the 20 most powerful companies, internet companies, use machine learning. Finance, retail, medicine and service will follow'",Positive,0.4
"b""When Nails are Exciting, Everyone Wants to Talk about Hammers... Don't get caught up in the hype of artificial inte\xe2\x80\xa6 https://t.co/CDRPe1MHuh""",Negative,-0.033333333333333326
b'Is Machine Learning the Future of VoIP Cybersecurity? VocalPoint Consulting https://t.co/4l1ASeSr7G https://t.co/FeqOZJm3Oq',Neutral,0.0
b'RT @dane_pan: How can AI and Machine Learning impact the world of work and HR? Imagine getting data and insights delivered to your mobile p\xe2\x80\xa6',Neutral,0.0
"b""RT @Ronald_vanLoon: #MachineLearning Driving #AI to it's Intelligent Industrial Revolution\nby @ipfconline1 | \n\nRead more at https://t.co/eB\xe2\x80\xa6""",Positive,0.65
b'machine learning',Neutral,0.0
"b'RT @METAMORF_US: #Analyticship:#BI,#BigData,#Analytics:Machine Learning-Powered Skills Cloud to Unlock Workforce Potential? https://t.co/yw\xe2\x80\xa6'",Neutral,0.0
b'RT @GlobalLogic: How much faster could you locate specific video assets if your content was more effectively tagged &amp; indexed? Our new auto\xe2\x80\xa6',Positive,0.32499999999999996
b'RT @trohil: The Big Problem With #MachineLearning Algorithms  https://t.co/Kz0SXmigOo',Neutral,0.0
b'RT @andrea_zinno: Finally a rational and non-ideological vision on the differences between machine learning and statistics. \n\nhttps://t.co/\xe2\x80\xa6',Neutral,0.0
